Class,Precision,Recall,F1-Score
H,0.9552238805970149,0.9670569017152192,0.9611039707772441
E,0.9567333693888589,0.973404255319149,0.9649968178925357
C,0.9577122667549961,0.938439900465217,0.9479781420765028
Average,0.95655650558029,0.959633685833195,0.9580263102487608
