Class,Precision,Recall,F1-Score
H,0.9016300381153192,0.9696493982208267,0.9344034962390217
E,0.9209170072862982,0.9707755713750469,0.9451892384860922
C,0.9593417231364957,0.8708955820084685,0.9129815745393635
Average,0.9272962561793711,0.9371068505347807,0.9308581030881591
