Class,Precision,Recall,F1-Score
H,0.9082722372870008,0.9378478343530713,0.9228231292517007
E,0.8789590371621622,0.8854559957458122,0.882195554849135
C,0.8906643508467217,0.863638915398866,0.8769434666742671
Average,0.8926318750986283,0.8956475818325832,0.893987383591701
