Class,Precision,Recall,F1-Score
H,0.9549791694664695,0.9673291587258371,0.9611144924595929
E,0.9574084100342899,0.973037417461482,0.9651596470481215
C,0.957721602825919,0.9386562804284323,0.9480931045787345
Average,0.9567030607755594,0.9596742855385839,0.9581224146954831
